"Step","melting_runseed=4 - training/episode/reward","melting_runseed=4 - training/episode/reward__MIN","melting_runseed=4 - training/episode/reward__MAX","melting_runseed=3 - training/episode/reward","melting_runseed=3 - training/episode/reward__MIN","melting_runseed=3 - training/episode/reward__MAX","melting_runseed=2 - training/episode/reward","melting_runseed=2 - training/episode/reward__MIN","melting_runseed=2 - training/episode/reward__MAX","melting_runseed=1 - training/episode/reward","melting_runseed=1 - training/episode/reward__MIN","melting_runseed=1 - training/episode/reward__MAX","melting_runseed=0 - training/episode/reward","melting_runseed=0 - training/episode/reward__MIN","melting_runseed=0 - training/episode/reward__MAX"
"26641344","","","","4619","4619","4619","","","","","","","","",""
"26641600","","","","4473","4473","4473","4438","4438","4438","","","","","",""
"26641664","4542","4542","4542","","","","","","","","","","4818","4818","4818"
"26642176","","","","","","","","","","","","","3593","3593","3593"
"26642304","","","","","","","4548","4548","4548","","","","","",""
"26642432","","","","","","","","","","","","","4590","4590","4590"
"26642624","","","","","","","4734","4734","4734","","","","","",""
"26642816","4891","4891","4891","","","","","","","","","","","",""
"26643264","","","","","","","","","","4604","4604","4604","","",""
"26643648","4898","4898","4898","","","","","","","","","","","",""
"26643712","","","","","","","","","","","","","4617","4617","4617"
"26643776","4718","4718","4718","","","","","","","","","","","",""
"26643904","","","","","","","4399","4399","4399","4628","4628","4628","","",""
"26644096","","","","4566","4566","4566","","","","","","","","",""
"26644224","","","","","","","4878","4878","4878","","","","","",""
"26644608","","","","4787","4787","4787","","","","","","","","",""
"26645120","","","","","","","","","","4724","4724","4724","","",""
"26645312","","","","","","","","","","","","","4716","4716","4716"
"26645888","","","","","","","","","","","","","4504","4504","4504"
"26646208","","","","","","","","","","4733","4733","4733","","",""
"26646464","","","","","","","","","","","","","4687","4687","4687"
"26646720","4769","4769","4769","","","","","","","","","","","",""
"26647552","","","","","","","","","","","","","4743","4743","4743"
"26648064","","","","","","","4715","4715","4715","","","","","",""
"26648192","","","","","","","","","","4743","4743","4743","","",""
"26648448","","","","","","","","","","","","","4680","4680","4680"
"26648576","","","","4867","4867","4867","","","","","","","","",""
"26649408","","","","4215","4215","4215","","","","","","","","",""
"26649664","","","","4849","4849","4849","","","","","","","","",""
"26649920","","","","","","","","","","4365","4365","4365","","",""
"26650624","","","","","","","","","","4818","4818","4818","","",""
"26650816","","","","","","","4872","4872","4872","","","","","",""
"26651008","","","","","","","","","","4698","4698","4698","","",""
"26651456","","","","4739","4739","4739","","","","","","","","",""
"26651776","","","","","","","","","","","","","4275","4275","4275"
"26651904","","","","","","","","","","","","","4848","4848","4848"
"26652224","","","","4872","4872","4872","","","","","","","","",""
"26652736","","","","4873","4873","4873","","","","","","","","",""
"26652864","","","","","","","","","","4079","4079","4079","","",""
"26652928","","","","","","","","","","","","","4765","4765","4765"
"26653440","","","","","","","","","","","","","4720","4720","4720"
"26653568","","","","","","","","","","","","","4076","4076","4076"
"26654080","","","","4847","4847","4847","","","","","","","","",""
"26654592","","","","","","","4800","4800","4800","","","","","",""
"26655168","","","","","","","4748","4748","4748","","","","","",""
"26655424","","","","","","","4852","4852","4852","","","","","",""
"26655552","","","","","","","","","","","","","4806","4806","4806"
"26655808","","","","4601","4601","4601","4379","4379","4379","","","","","",""
"26656064","","","","","","","","","","","","","4854","4854","4854"
"26656128","","","","4763","4763","4763","","","","4502","4502","4502","","",""
"26656256","","","","4565","4565","4565","4527","4527","4527","","","","","",""
"26656448","4688","4688","4688","","","","","","","","","","","",""
"26656512","","","","","","","","","","4746","4746","4746","","",""
"26656640","","","","","","","","","","4801","4801","4801","","",""
"26656832","","","","","","","3505","3505","3505","","","","","",""
"26657536","4902","4902","4902","","","","","","","","","","","",""
"26657664","","","","","","","4811","4811","4811","","","","","",""
"26657856","","","","4501","4501","4501","4451","4451","4451","","","","","",""
"26658304","","","","4778","4778","4778","","","","","","","","",""
"26658432","4888","4888","4888","","","","","","","4539","4539","4539","4884","4884","4884"
"26658816","4564","4564","4564","","","","","","","","","","","",""
"26658944","","","","","","","","","","4863","4863","4863","","",""
"26659392","","","","","","","","","","","","","4798","4798","4798"
"26659776","","","","","","","","","","","","","4560","4560","4560"
"26659904","","","","","","","","","","4107","4107","4107","","",""
"26660096","","","","4590","4590","4590","","","","","","","4876","4876","4876"
"26660160","","","","","","","4748","4748","4748","","","","","",""
"26660224","","","","","","","","","","","","","4894","4894","4894"
"26660480","","","","","","","4711","4711","4711","","","","","",""
"26660672","","","","","","","","","","","","","4833","4833","4833"
"26660864","","","","","","","","","","","","","4717","4717","4717"
"26661568","4796","4796","4796","","","","","","","","","","","",""
"26661632","4451","4451","4451","","","","","","","4800","4800","4800","","",""
"26661696","","","","","","","","","","4633","4633","4633","","",""
"26662080","","","","4796","4796","4796","","","","","","","","",""
"26662208","","","","","","","4563","4563","4563","","","","4856","4856","4856"
"26662400","","","","4446","4446","4446","","","","","","","","",""
"26663232","","","","","","","4475","4475","4475","","","","","",""
"26663296","","","","","","","","","","4863","4863","4863","","",""
"26663872","","","","","","","","","","4572","4572","4572","","",""
"26664192","4627","4627","4627","","","","","","","4777","4777","4777","","",""
"26664384","","","","","","","4314","4314","4314","","","","","",""
"26665152","","","","4345","4345","4345","","","","","","","4648","4648","4648"
"26665280","4738","4738","4738","","","","","","","","","","","",""
"26665344","","","","4664","4664","4664","3149","3149","3149","","","","","",""
"26665408","","","","","","","4879","4879","4879","","","","","",""
"26666368","4817","4817","4817","","","","","","","","","","","",""
"26666688","4792","4792","4792","","","","","","","","","","","",""
"26666880","","","","","","","4569","4569","4569","","","","","",""
"26666944","","","","","","","","","","","","","4696","4696","4696"
"26667136","4718","4718","4718","","","","","","","","","","","",""
"26668352","","","","","","","4388","4388","4388","","","","","",""
"26668608","","","","","","","4861","4861","4861","","","","4636","4636","4636"
"26668736","4930","4930","4930","","","","4267","4267","4267","","","","","",""
"26669376","4701","4701","4701","","","","","","","","","","","",""
"26669888","","","","","","","","","","","","","4628","4628","4628"
"26669952","","","","","","","","","","","","","4784","4784","4784"
"26670080","","","","","","","","","","","","","4760","4760","4760"
"26670272","4589","4589","4589","","","","","","","","","","","",""
"26670784","","","","","","","4772","4772","4772","4546","4546","4546","4764","4764","4764"
"26671040","","","","","","","","","","4442","4442","4442","","",""
"26671168","4372","4372","4372","","","","","","","","","","","",""
"26671424","","","","4873","4873","4873","","","","","","","","",""
"26671552","4764","4764","4764","","","","","","","","","","","",""
"26671616","","","","","","","","","","","","","4868","4868","4868"
"26672000","","","","","","","4260","4260","4260","","","","","",""
"26672320","4495","4495","4495","","","","","","","","","","3876","3876","3876"
"26672448","4888","4888","4888","","","","","","","","","","","",""
"26672512","4780","4780","4780","","","","","","","","","","","",""
"26672576","","","","","","","4816","4816","4816","","","","","",""
"26672640","","","","","","","","","","4841","4841","4841","","",""
"26672768","","","","","","","","","","","","","4875","4875","4875"
"26673024","4508","4508","4508","","","","","","","","","","","",""
"26673088","","","","","","","","","","4624","4624","4624","","",""
"26673280","","","","","","","","","","","","","4400","4400","4400"
"26673472","","","","","","","","","","","","","4809","4809","4809"
"26673536","","","","","","","","","","4922","4922","4922","","",""
"26673792","","","","4611","4611","4611","4362","4362","4362","","","","4351","4351","4351"
"26673856","","","","","","","","","","","","","4775","4775","4775"
"26673984","4834","4834","4834","","","","","","","","","","4777","4777","4777"
"26674048","","","","","","","","","","","","","4833","4833","4833"
"26674176","","","","4250","4250","4250","","","","","","","","",""
"26674496","","","","","","","","","","4684","4684","4684","","",""
"26675136","4441","4441","4441","","","","","","","","","","","",""
"26675328","","","","","","","","","","","","","4540","4540","4540"
"26675456","","","","4678","4678","4678","","","","","","","","",""
"26675648","","","","","","","","","","","","","4629","4629","4629"
"26675712","","","","4721","4721","4721","","","","","","","","",""
"26676416","","","","","","","","","","","","","4778","4778","4778"
"26676672","","","","","","","4576","4576","4576","","","","","",""
"26676864","","","","4441","4441","4441","","","","","","","","",""
"26676992","","","","","","","","","","","","","4731","4731","4731"
"26677632","","","","","","","","","","4737","4737","4737","4735","4735","4735"
"26678336","","","","","","","","","","4825","4825","4825","","",""
"26678464","4435","4435","4435","","","","","","","","","","","",""
"26678528","","","","4295","4295","4295","","","","","","","4844","4844","4844"
"26678784","","","","","","","3734","3734","3734","","","","4325","4325","4325"
"26679168","","","","","","","","","","4769","4769","4769","","",""
"26679552","","","","","","","","","","","","","4849","4849","4849"
"26679616","4888","4888","4888","","","","","","","","","","","",""
"26679744","","","","","","","","","","4903","4903","4903","","",""
"26680320","","","","4563","4563","4563","","","","","","","","",""
"26680384","4748","4748","4748","","","","","","","","","","","",""
"26680448","","","","4108","4108","4108","","","","","","","","",""
"26680832","","","","","","","","","","4861","4861","4861","","",""
"26681024","4562","4562","4562","","","","","","","","","","","",""
"26681600","4881","4881","4881","4262","4262","4262","","","","","","","","",""
"26681920","","","","","","","","","","4365","4365","4365","4868","4868","4868"
"26681984","","","","","","","","","","","","","4856","4856","4856"
"26682048","","","","4871","4871","4871","","","","","","","","",""
"26682176","","","","","","","4590","4590","4590","","","","","",""
"26682432","4673","4673","4673","","","","","","","","","","","",""
"26682752","","","","","","","","","","4842","4842","4842","","",""
