"Step","melting_softmax_runseed=4 - training/episode/length","melting_softmax_runseed=4 - training/episode/length__MIN","melting_softmax_runseed=4 - training/episode/length__MAX","melting_softmax_runseed=3 - training/episode/length","melting_softmax_runseed=3 - training/episode/length__MIN","melting_softmax_runseed=3 - training/episode/length__MAX","melting_softmax_runseed=2 - training/episode/length","melting_softmax_runseed=2 - training/episode/length__MIN","melting_softmax_runseed=2 - training/episode/length__MAX","melting_softmax_runseed=1 - training/episode/length","melting_softmax_runseed=1 - training/episode/length__MIN","melting_softmax_runseed=1 - training/episode/length__MAX","melting_softmax_runseed=0 - training/episode/length","melting_softmax_runseed=0 - training/episode/length__MIN","melting_softmax_runseed=0 - training/episode/length__MAX"
"3057280","","","","","","","","","","","","","2493","2493","2493"
"3058816","","","","","","","","","","3265","3265","3265","","",""
"3060224","","","","616","616","616","","","","","","","","",""
"3063232","","","","","","","","","","","","","5000","5000","5000"
"3063488","543","543","543","","","","","","","","","","","",""
"3064064","","","","","","","","","","","","","1409","1409","1409"
"3064128","","","","5000","5000","5000","","","","","","","","",""
"3067136","","","","","","","","","","4589","4589","4589","","",""
"3068992","","","","","","","","","","","","","2029","2029","2029"
"3069440","5000","5000","5000","","","","","","","","","","","",""
"3071232","","","","","","","","","","2679","2679","2679","","",""
"3072128","3010","3010","3010","","","","","","","","","","","",""
"3072640","","","","1189","1189","1189","","","","","","","","",""
"3073152","1243","1243","1243","","","","","","","","","","","",""
"3073280","","","","","","","","","","","","","5000","5000","5000"
"3075008","","","","","","","","","","","","","5000","5000","5000"
"3076416","","","","5000","5000","5000","","","","","","","","",""
"3078080","474","474","474","","","","","","","","","","","",""
"3082752","4435","4435","4435","","","","","","","","","","","",""
"3083584","","","","","","","","","","","","","5000","5000","5000"
"3084288","2820","2820","2820","","","","","","","","","","","",""
"3084544","","","","2164","2164","2164","","","","","","","","",""
"3085376","4166","4166","4166","","","","","","","","","","","",""
"3087936","","","","","","","","","","","","","1852","1852","1852"
"3088640","","","","","","","","","","","","","875","875","875"
"3091520","2929","2929","2929","","","","","","","","","","","",""
"3091840","","","","3579","3579","3579","","","","","","","","",""
"3091904","","","","","","","","","","5000","5000","5000","","",""
"3092928","5000","5000","5000","832","832","832","","","","","","","","",""
"3093184","","","","5000","5000","5000","","","","","","","","",""
"3093248","2332","2332","2332","","","","","","","","","","","",""
"3093312","5000","5000","5000","","","","","","","","","","","",""
"3094464","","","","5000","5000","5000","","","","","","","","",""
"3095872","","","","764","764","764","","","","","","","","",""
"3098176","","","","2156","2156","2156","","","","","","","","",""
"3099200","","","","","","","5000","5000","5000","","","","","",""
"3099776","","","","1171","1171","1171","","","","","","","","",""
"3104448","","","","","","","5000","5000","5000","","","","","",""
"3104832","","","","","","","5000","5000","5000","","","","","",""
"3105088","","","","694","694","694","","","","","","","","",""
"3105536","","","","","","","","","","5000","5000","5000","","",""
"3106560","","","","","","","","","","","","","2884","2884","2884"
"3106752","","","","1771","1771","1771","","","","","","","","",""
"3110208","","","","","","","","","","1620","1620","1620","","",""
"3112640","","","","2940","2940","2940","","","","","","","","",""
"3114560","","","","5000","5000","5000","","","","","","","","",""
"3114880","","","","","","","5000","5000","5000","","","","","",""
"3115008","5000","5000","5000","","","","","","","","","","","",""
"3115968","","","","","","","5000","5000","5000","","","","","",""
"3116608","","","","","","","5000","5000","5000","","","","","",""
"3117952","700","700","700","","","","","","","","","","","",""
"3120000","","","","2875","2875","2875","","","","","","","","",""
"3120064","","","","","","","","","","4270","4270","4270","","",""
"3120960","","","","1015","1015","1015","5000","5000","5000","","","","","",""
"3121024","","","","","","","","","","3664","3664","3664","","",""
"3125888","","","","","","","5000","5000","5000","","","","","",""
"3128064","","","","1209","1209","1209","","","","","","","","",""
"3129472","","","","","","","","","","4697","4697","4697","","",""
"3129920","","","","1497","1497","1497","","","","","","","","",""
"3132288","","","","","","","","","","","","","2420","2420","2420"
"3134208","","","","3114","3114","3114","","","","","","","","",""
"3134272","","","","","","","","","","3281","3281","3281","","",""
"3136128","","","","","","","","","","5000","5000","5000","","",""
"3136384","5000","5000","5000","","","","","","","","","","","",""
"3139264","1076","1076","1076","","","","","","","","","","","",""
"3139584","","","","","","","5000","5000","5000","","","","","",""
"3140544","","","","","","","","","","","","","1690","1690","1690"
"3140864","689","689","689","","","","","","","","","","","",""
"3141376","753","753","753","","","","","","","","","","","",""
"3144448","","","","","","","5000","5000","5000","","","","","",""
"3144960","","","","","","","","","","2057","2057","2057","","",""
"3145600","","","","","","","","","","","","","5000","5000","5000"
"3146304","","","","256","256","256","","","","","","","","",""
"3146496","1150","1150","1150","","","","","","","","","","","",""
"3146752","","","","","","","","","","","","","5000","5000","5000"
"3147520","","","","3064","3064","3064","","","","","","","","",""
"3148288","","","","","","","5000","5000","5000","","","","","",""
"3148416","","","","","","","5000","5000","5000","","","","","",""
"3149184","","","","","","","5000","5000","5000","","","","","",""
"3151424","","","","","","","5000","5000","5000","","","","","",""
"3152256","","","","","","","","","","3183","3183","3183","","",""
"3152896","3523","3523","3523","","","","","","","","","","","",""
"3156992","","","","663","663","663","","","","","","","","",""
"3159168","","","","2904","2904","2904","","","","","","","","",""
"3160064","1167","1167","1167","","","","","","","","","","","",""
"3160384","","","","","","","","","","","","","5000","5000","5000"
"3161280","","","","","","","","","","2103","2103","2103","","",""
"3165824","","","","","","","5000","5000","5000","","","","","",""
"3166144","5000","5000","5000","","","","","","","","","","","",""
"3166720","1716","1716","1716","","","","","","","","","","","",""
"3167488","","","","","","","","","","4453","4453","4453","","",""
"3169472","","","","","","","","","","","","","1857","1857","1857"
"3173568","","","","","","","","","","","","","2213","2213","2213"
"3173632","","","","","","","5000","5000","5000","","","","","",""
"3175808","","","","1497","1497","1497","","","","","","","","",""
"3176512","","","","","","","","","","3056","3056","3056","","",""
"3178112","","","","686","686","686","","","","","","","","",""
"3179712","","","","1867","1867","1867","","","","","","","","",""
"3182400","","","","","","","5000","5000","5000","","","","","",""
"3184256","1729","1729","1729","","","","5000","5000","5000","","","","","",""
"3187136","","","","","","","","","","","","","3401","3401","3401"
"3190208","","","","","","","5000","5000","5000","","","","","",""
"3191296","","","","","","","","","","","","","1850","1850","1850"
"3194624","","","","","","","","","","","","","1896","1896","1896"
"3195648","","","","","","","5000","5000","5000","","","","","",""
"3196672","5000","5000","5000","","","","","","","","","","","",""
"3197568","","","","","","","4963","4963","4963","","","","","",""
"3199936","","","","","","","5000","5000","5000","","","","","",""
"3200512","1816","1816","1816","","","","","","","","","","","",""
"3201792","","","","4363","4363","4363","","","","","","","","",""
"3204544","972","972","972","","","","","","","","","","","",""
"3208320","","","","","","","","","","","","","2655","2655","2655"
"3211392","4943","4943","4943","","","","","","","","","","","",""
"3213376","","","","","","","","","","1685","1685","1685","","",""
"3218688","","","","634","634","634","","","","","","","","",""
"3220736","","","","","","","","","","","","","943","943","943"
"3222656","","","","","","","","","","2997","2997","2997","","",""
"3224192","","","","5000","5000","5000","","","","","","","","",""
"3226560","","","","","","","","","","","","","1473","1473","1473"
"3227520","","","","1269","1269","1269","","","","","","","","",""
"3228096","","","","1077","1077","1077","","","","","","","","",""
"3228480","5000","5000","5000","","","","","","","","","","","",""
"3229312","","","","2024","2024","2024","","","","","","","","",""
"3229696","","","","","","","","","","","","","3903","3903","3903"
"3230400","2148","2148","2148","","","","","","","","","","","",""
"3230784","","","","3486","3486","3486","","","","","","","","",""
"3233792","","","","2177","2177","2177","","","","","","","","",""
"3233920","1366","1366","1366","","","","","","","","","","","",""
"3235840","","","","","","","","","","","","","2311","2311","2311"
"3237888","","","","5000","5000","5000","","","","","","","","",""
"3239232","","","","","","","","","","","","","2657","2657","2657"
"3242112","","","","","","","","","","876","876","876","","",""
"3243456","","","","1064","1064","1064","","","","","","","","",""
"3244032","3264","3264","3264","","","","","","","","","","","",""
"3245440","","","","","","","","","","","","","295","295","295"
"3247168","","","","","","","","","","443","443","443","","",""
"3248448","","","","2688","2688","2688","","","","","","","","",""
"3251648","","","","","","","","","","5000","5000","5000","","",""
"3253952","","","","465","465","465","","","","","","","","",""
"3255872","","","","","","","","","","1256","1256","1256","","",""
"3257280","5000","5000","5000","","","","","","","","","","","",""
"3258944","","","","","","","5000","5000","5000","","","","","",""
"3261696","","","","","","","5000","5000","5000","","","","","",""
"3262656","1225","1225","1225","","","","","","","","","","","",""
"3264448","","","","3693","3693","3693","","","","","","","","",""
"3266688","512","512","512","","","","","","","","","","","",""
"3270080","","","","","","","","","","","","","1142","1142","1142"
"3271040","","","","1222","1222","1222","","","","","","","","",""
"3271360","5000","5000","5000","","","","","","","","","","","",""
"3275264","","","","2123","2123","2123","","","","","","","","",""
"3276416","","","","","","","5000","5000","5000","","","","","",""
"3277312","","","","5000","5000","5000","","","","","","","","",""
"3278720","","","","4251","4251","4251","","","","","","","","",""
"3280384","","","","","","","","","","","","","5000","5000","5000"
"3282624","","","","","","","5000","5000","5000","","","","","",""
"3283456","","","","5000","5000","5000","","","","","","","","",""
"3285760","","","","","","","5000","5000","5000","","","","","",""
"3287424","","","","","","","","","","","","","3311","3311","3311"
"3287744","5000","5000","5000","","","","","","","","","","","",""
"3288960","1130","1130","1130","","","","","","","","","","","",""
"3289472","","","","4791","4791","4791","","","","","","","","",""
"3294272","","","","","","","","","","","","","2872","2872","2872"
"3296384","","","","","","","","","","5000","5000","5000","","",""
"3297280","","","","5000","5000","5000","","","","","","","","",""
"3298112","","","","2783","2783","2783","","","","","","","","",""
