"Step","a3c_runseed=4 - training/episode/reward","a3c_runseed=4 - training/episode/reward__MIN","a3c_runseed=4 - training/episode/reward__MAX","a3c_runseed=3 - training/episode/reward","a3c_runseed=3 - training/episode/reward__MIN","a3c_runseed=3 - training/episode/reward__MAX","a3c_runseed=2 - training/episode/reward","a3c_runseed=2 - training/episode/reward__MIN","a3c_runseed=2 - training/episode/reward__MAX","a3c_runseed=1 - training/episode/reward","a3c_runseed=1 - training/episode/reward__MIN","a3c_runseed=1 - training/episode/reward__MAX","a3c_runseed=0 - training/episode/reward","a3c_runseed=0 - training/episode/reward__MIN","a3c_runseed=0 - training/episode/reward__MAX"
"5734720","","","","","","","2701","2701","2701","","","","","",""
"5734912","2186","2186","2186","","","","","","","","","","","",""
"5736832","3128","3128","3128","","","","","","","","","","","",""
"5738368","-5000","-5000","-5000","","","","","","","","","","","",""
"5738496","","","","","","","3437","3437","3437","","","","","",""
"5739776","","","","","","","","","","","","","-5000","-5000","-5000"
"5741888","","","","-5000","-5000","-5000","","","","","","","","",""
"5742656","","","","","","","3290","3290","3290","","","","","",""
"5743808","4531","4531","4531","","","","","","","","","","","",""
"5744704","","","","3779","3779","3779","","","","","","","","",""
"5745152","","","","","","","4001","4001","4001","","","","","",""
"5745984","","","","-5000","-5000","-5000","","","","","","","","",""
"5748480","-5000","-5000","-5000","","","","","","","","","","","",""
"5749120","","","","2490","2490","2490","","","","","","","2878","2878","2878"
"5750784","3076","3076","3076","","","","","","","","","","","",""
"5751872","","","","","","","","","","-5000","-5000","-5000","","",""
"5755712","","","","","","","","","","","","","2122","2122","2122"
"5756096","","","","-5000","-5000","-5000","","","","","","","","",""
"5756480","","","","","","","-5000","-5000","-5000","","","","","",""
"5756544","","","","","","","","","","-5000","-5000","-5000","","",""
"5758656","197","197","197","","","","","","","","","","","",""
"5759616","","","","","","","","","","","","","-5000","-5000","-5000"
"5760384","","","","","","","","","","-5000","-5000","-5000","","",""
"5761280","","","","","","","","","","1746","1746","1746","","",""
"5763456","","","","","","","","","","3326","3326","3326","","",""
"5764608","2242","2242","2242","","","","","","","","","","","",""
"5765440","","","","","","","","","","","","","-5000","-5000","-5000"
"5765760","","","","1282","1282","1282","","","","","","","","",""
"5765824","","","","2499","2499","2499","","","","","","","","",""
"5766528","-5000","-5000","-5000","","","","","","","","","","","",""
"5766912","-5000","-5000","-5000","","","","","","","","","","","",""
"5770880","","","","","","","","","","","","","1614","1614","1614"
"5772288","","","","","","","2732","2732","2732","","","","","",""
"5772992","","","","","","","","","","1651","1651","1651","","",""
"5775488","","","","","","","","","","2215","2215","2215","","",""
"5776000","","","","-5000","-5000","-5000","","","","","","","","",""
"5777088","2431","2431","2431","","","","","","","","","","","",""
"5777728","","","","4420","4420","4420","","","","","","","","",""
"5777856","","","","","","","","","","2228","2228","2228","","",""
"5778176","","","","3300","3300","3300","","","","","","","","",""
"5778368","","","","1231","1231","1231","","","","","","","","",""
"5779712","","","","3060","3060","3060","","","","","","","","",""
"5780032","","","","","","","","","","2163","2163","2163","","",""
"5782656","","","","2898","2898","2898","","","","","","","","",""
"5785920","","","","","","","2252","2252","2252","","","","","",""
"5786240","","","","","","","","","","","","","1878","1878","1878"
"5786432","","","","","","","","","","","","","-5000","-5000","-5000"
"5787712","","","","","","","4276","4276","4276","","","","","",""
"5788224","","","","","","","","","","4275","4275","4275","","",""
"5788352","710","710","710","","","","","","","","","","","",""
"5788928","","","","","","","","","","2613","2613","2613","","",""
"5790784","","","","-5000","-5000","-5000","","","","","","","","",""
"5792320","","","","","","","","","","","","","2094","2094","2094"
"5793664","","","","4255","4255","4255","","","","","","","","",""
"5794368","","","","","","","-5000","-5000","-5000","","","","","",""
"5794880","3996","3996","3996","","","","","","","","","","","",""
"5795968","","","","2479","2479","2479","","","","","","","","",""
"5796352","","","","1349","1349","1349","","","","","","","","",""
"5796480","","","","1887","1887","1887","","","","","","","","",""
"5798272","","","","","","","1668","1668","1668","","","","","",""
"5798336","2530","2530","2530","","","","","","","","","","","",""
"5799616","","","","","","","","","","2038","2038","2038","","",""
"5801216","","","","","","","","","","1286","1286","1286","","",""
"5801664","","","","1811","1811","1811","","","","","","","","",""
"5802624","","","","","","","","","","","","","3985","3985","3985"
"5804928","","","","","","","","","","2728","2728","2728","","",""
"5808960","","","","","","","3488","3488","3488","","","","","",""
"5810112","-5000","-5000","-5000","","","","","","","","","","","",""
"5814848","","","","","","","","","","","","","-5000","-5000","-5000"
"5825280","","","","","","","1625","1625","1625","","","","","",""
"5825536","","","","","","","","","","","","","-5000","-5000","-5000"
"5827840","","","","","","","-5000","-5000","-5000","","","","","",""
"5828224","","","","","","","4070","4070","4070","","","","","",""
"5828800","3586","3586","3586","","","","","","","","","","","",""
"5829824","","","","3226","3226","3226","","","","","","","","",""
"5830272","","","","","","","","","","1785","1785","1785","","",""
"5831104","","","","","","","","","","506","506","506","","",""
"5831296","","","","","","","","","","4128","4128","4128","","",""
"5833920","","","","","","","2030","2030","2030","","","","","",""
"5837952","","","","","","","","","","","","","-5000","-5000","-5000"
"5838656","","","","1626","1626","1626","","","","","","","","",""
"5838912","-5000","-5000","-5000","","","","","","","","","","","",""
"5841856","","","","","","","","","","","","","-5000","-5000","-5000"
"5843968","","","","","","","4121","4121","4121","","","","2310","2310","2310"
"5844544","","","","","","","","","","","","","2345","2345","2345"
"5845184","3490","3490","3490","","","","","","","","","","","",""
"5845312","-5000","-5000","-5000","","","","","","","","","","","",""
"5846976","2056","2056","2056","","","","","","","","","","","",""
"5848256","","","","","","","","","","2461","2461","2461","","",""
"5848768","","","","","","","","","","","","","747","747","747"
"5849856","","","","1637","1637","1637","","","","","","","","",""
"5850624","","","","2785","2785","2785","","","","","","","","",""
"5850752","","","","","","","","","","4034","4034","4034","","",""
"5851008","","","","","","","","","","3919","3919","3919","","",""
"5851584","1267","1267","1267","","","","","","","","","","","",""
"5854336","","","","","","","","","","","","","1939","1939","1939"
"5857088","","","","","","","","","","","","","-5000","-5000","-5000"
"5857152","612","612","612","","","","","","","","","","","",""
"5858368","","","","","","","3456","3456","3456","4342","4342","4342","","",""
"5859712","","","","1479","1479","1479","","","","","","","","",""
"5860864","","","","","","","","","","","","","167","167","167"
"5861632","","","","","","","","","","","","","-5000","-5000","-5000"
"5862848","","","","3874","3874","3874","","","","","","","","",""
"5864960","","","","3077","3077","3077","","","","","","","","",""
"5865472","","","","","","","","","","","","","3110","3110","3110"
"5866112","","","","732","732","732","","","","","","","","",""
"5866560","","","","","","","","","","3776","3776","3776","","",""
"5869888","","","","","","","3579","3579","3579","","","","","",""
"5871168","","","","","","","","","","-5000","-5000","-5000","","",""
"5873152","","","","3646","3646","3646","","","","","","","","",""
"5873280","","","","4459","4459","4459","","","","","","","","",""
"5877248","","","","-5000","-5000","-5000","","","","","","","","",""
"5879232","","","","-5000","-5000","-5000","","","","","","","","",""
"5879872","","","","","","","969","969","969","","","","","",""
"5880000","","","","","","","","","","","","","4446","4446","4446"
"5880512","","","","","","","","","","","","","909","909","909"
"5881856","","","","-5000","-5000","-5000","","","","","","","","",""
"5882112","","","","","","","","","","","","","1721","1721","1721"
"5886080","","","","","","","","","","","","","1619","1619","1619"
"5886912","","","","","","","","","","","","","1620","1620","1620"
"5887552","","","","","","","","","","","","","685","685","685"
"5889536","","","","","","","","","","3242","3242","3242","","",""
"5890624","","","","","","","","","","4255","4255","4255","","",""
"5893312","260","260","260","","","","","","","","","","","",""
"5895168","2134","2134","2134","","","","","","","","","","","",""
"5895424","","","","","","","","","","","","","552","552","552"
"5896192","","","","3353","3353","3353","","","","","","","","",""
"5896256","","","","","","","-5000","-5000","-5000","","","","","",""
"5896448","-5000","-5000","-5000","","","","","","","","","","","",""
"5897728","","","","","","","","","","-5000","-5000","-5000","","",""
"5898112","","","","3535","3535","3535","","","","","","","","",""
"5901120","","","","","","","","","","","","","1918","1918","1918"
"5901504","","","","","","","","","","","","","3716","3716","3716"
"5903104","","","","1794","1794","1794","","","","","","","","",""
"5903936","","","","","","","","","","-5000","-5000","-5000","","",""
"5907264","","","","","","","-5000","-5000","-5000","","","","","",""
"5909440","","","","3399","3399","3399","","","","","","","","",""
"5913280","2707","2707","2707","","","","","","","","","","","",""
"5913664","","","","","","","1946","1946","1946","","","","","",""
"5914176","","","","","","","","","","","","","-5000","-5000","-5000"
"5916864","3740","3740","3740","","","","","","","","","","","",""
"5919552","","","","3033","3033","3033","","","","","","","","",""
"5921024","","","","","","","","","","4149","4149","4149","","",""
"5921600","","","","","","","3196","3196","3196","","","","","",""
"5924416","","","","","","","","","","3729","3729","3729","","",""
"5925504","3647","3647","3647","","","","","","","","","","","",""
"5928000","","","","","","","","","","693","693","693","","",""
"5928896","","","","","","","","","","","","","-5000","-5000","-5000"
"5929472","","","","","","","","","","","","","-5000","-5000","-5000"
"5929792","","","","","","","","","","-5000","-5000","-5000","","",""
"5932544","","","","","","","","","","-5000","-5000","-5000","","",""
"5936000","","","","-5000","-5000","-5000","","","","","","","","",""
"5936320","","","","2532","2532","2532","","","","","","","","",""
"5936576","","","","2331","2331","2331","","","","","","","","",""
"5937344","","","","","","","","","","","","","3508","3508","3508"
"5937984","","","","","","","","","","","","","1714","1714","1714"
"5939200","","","","","","","","","","2844","2844","2844","","",""
"5939328","","","","","","","","","","","","","2864","2864","2864"
"5942016","","","","","","","","","","","","","4039","4039","4039"
"5942592","3506","3506","3506","","","","","","","","","","","",""
"5943680","","","","","","","","","","","","","2987","2987","2987"
"5943744","","","","","","","","","","2881","2881","2881","","",""
"5946112","","","","","","","2215","2215","2215","","","","","",""
"5947200","","","","","","","","","","","","","3293","3293","3293"
"5947264","","","","","","","","","","4699","4699","4699","","",""
"5948224","","","","","","","3005","3005","3005","","","","","",""
"5948544","","","","","","","","","","","","","3043","3043","3043"
"5949312","","","","-5000","-5000","-5000","","","","","","","","",""
"5951040","3312","3312","3312","","","","","","","","","","","",""
"5951552","","","","","","","-5000","-5000","-5000","","","","","",""
